0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
2,2.1433055,4.3418527,11.675145,15.599277,10.620737,14.309515,15.709171,14.873628,6.1593103,15.040921,15.696017,4.5490055,8.996283,12.5107975,21.374388,33.404827,16.149424,6.4615884,12.64044,21.161707,16.839802,14.491897,13.728408,5.8627586,16.240784,19.569757,24.981071,52.694996,39.29043,21.20604,27.27718,36.795036,28.883896,14.52697,18.236935,13.393627,23.636948,31.969147,13.079958,4.479406,2.9819832,7.4655848,17.348068,24.689676,25.34826,16.977205,29.574148,28.712898,32.107655,47.71203,32.459133,27.42214,31.007208,29.174395,21.548439,30.759083,43.46867,20.663414,12.086447,11.481617,14.510371,30.001541,23.006456,13.988283,23.00548,27.619112,21.856236,10.143388,12.561443,13.262309,16.463459,19.834219,13.837272,8.734329,11.975914,20.791935,27.945452,19.575531,16.73677,32.62129,35.20698,28.078003,18.475298,23.327513,13.199479,4.9357853,11.990692,27.635597,20.28333,11.337915,5.738216,13.711507,13.102873,11.26228,9.148392,4.625034,15.416653,21.089727,18.09277,15.337921,12.599949,12.911818,23.027424,21.747114,19.614105,17.827124,15.703565,9.934575,8.453298,15.0697365,15.520595,19.138674,19.738039,6.2059894,8.821186,9.187322,8.189759,8.834936,11.47656,10.0699415,3.2617073,3.5190659,3.137145,2.7060754,14.592039,45.827496,35.570606,14.102092,11.461723,6.88114,24.531229,34.015663,22.524738,11.553631,4.48116,6.6445427,6.3782177,7.102977,6.6339283,3.8919187,1.6843654,1.4754697,1.8392792,2.354102,5.9298987,4.90916,1.8230182,3.3987734,12.993005,11.859527,3.3131032,2.8199048,2.265062,6.0382805,10.479468,12.530348,21.186733,22.257156,5.512618,0.839925,1.653962,2.1483822,2.013488,5.2660513,5.0209746,3.0256166,2.8702326,12.922338,13.326894,7.2172966,6.5789485,10.51819,11.664644,8.850876,9.622662,7.915145,5.0740066,1.8736346,1.1049259,3.0272663,7.6547766,15.441668,10.859159,6.258349,3.8925517,4.3157425,12.607736,14.368973,10.392928,7.401878,6.95075,8.3771305,10.84565
2,0.32373473,0.93507177,8.071879,12.292085,13.316754,9.745774,6.630108,5.4960575,9.857522,6.6292577,18.354534,31.704926,21.423803,19.186316,21.182323,23.267664,11.840119,17.825752,23.078274,7.5777287,4.5588965,38.101738,58.73315,49.747467,30.705399,13.205187,10.921798,12.565219,20.314287,25.159058,26.382694,13.7816,38.567383,49.011497,15.844237,4.481499,2.2050552,14.757711,35.991894,22.87475,12.162395,15.676089,6.530829,7.2541766,14.807088,23.23436,14.950284,9.19488,6.9426517,10.064583,19.147942,27.133581,31.311543,21.09788,65.469925,64.08321,27.084991,15.538118,8.345162,8.069473,14.768496,16.05181,11.4745245,11.506772,22.508844,27.39004,22.060339,16.034496,29.497507,16.939405,4.477355,13.101358,31.746696,22.828978,21.569244,36.22721,54.429066,42.816437,25.203783,16.715607,10.819492,15.485195,18.913597,8.37069,8.979383,7.764699,22.874065,57.65867,37.091118,28.83866,45.01266,20.252136,13.236173,13.556628,6.416617,12.484802,10.432166,5.303006,9.468673,37.29973,37.769367,27.114315,10.5596695,18.835709,20.419624,16.229198,22.357481,17.832644,21.280666,34.764072,42.033817,30.82849,20.428238,37.79755,21.990772,12.872719,13.660771,8.7500105,7.402382,14.566674,21.458805,14.750649,15.352866,16.958378,17.2555,8.184029,7.8327107,17.375935,30.329626,24.015919,18.319544,16.761892,25.550714,19.46953,15.384068,13.970172,5.3270297,1.4210023,14.0253315,24.162994,14.167274,17.439472,18.782444,8.216077,17.759806,17.986853,14.726382,5.1348476,7.0247116,11.495045,16.368279,20.885315,12.819555,12.28199,20.075108,8.625592,2.390221,5.28813,9.495249,6.6212573,11.262995,16.35985,20.11912,12.164119,5.522756,3.7218204,7.837685,14.967285,14.170739,3.5610945,5.0564785,4.8745337,4.439735,5.0110583,10.470654,16.014387,20.218523,22.060299,16.698755,16.073496,16.774698,6.4531775,14.88164,23.834557,30.463533,16.38229,11.38051,11.136431,13.350869,19.902292,14.788362,5.8235455,6.1414332
2,6.0091577,3.8881218,3.37723,5.9433284,7.3728633,5.7591157,8.0721855,10.842619,13.328428,12.277003,9.462419,5.4118123,7.2952957,12.833911,37.336823,51.54972,26.000563,10.259663,8.680713,11.905695,10.33786,10.329204,14.518302,21.643217,27.502483,27.226498,12.167696,20.273817,53.622086,90.75747,124.66568,74.576866,49.278576,47.295574,41.63163,34.265068,14.260599,9.034812,30.657309,42.501328,33.11671,17.531778,16.237165,35.467907,40.376728,32.693348,33.447018,24.001326,21.720947,22.286005,16.274717,15.9338665,23.072996,39.13073,41.719593,31.758781,22.943354,28.233538,53.126205,43.360027,63.81293,71.87311,41.907616,76.98303,60.701668,29.57462,28.681536,36.299362,58.042328,46.661907,33.18782,30.518993,22.159689,35.233433,31.681545,34.5058,33.363155,30.79134,34.336414,19.712618,12.415404,17.697544,19.88194,28.023214,22.10078,22.863207,26.33828,27.47994,39.72177,28.886806,39.933918,36.9229,39.022957,53.682262,35.87676,30.752867,28.191935,29.843164,40.52369,34.37969,35.697685,26.651918,28.80622,44.30332,38.2033,34.291245,20.695213,23.67177,28.879766,22.32353,17.606014,17.684008,16.94439,24.479563,19.074078,14.935803,15.96028,18.904543,24.822874,24.047829,17.165653,13.944308,27.450634,35.99998,27.947994,13.776302,13.697268,19.643133,36.78778,44.892227,33.531967,28.140213,28.867355,37.87791,31.044949,26.571714,12.609007,19.173119,27.81631,21.707586,12.603472,7.110184,9.863545,23.146862,25.464008,11.692172,10.913785,17.917183,19.304497,20.082289,16.284876,13.903653,15.695419,22.019892,20.621588,11.594916,10.71878,12.645952,25.36743,23.50702,26.15793,26.400032,18.41943,28.842453,27.25636,16.308266,12.89027,12.525733,16.851871,13.885383,10.845164,9.510564,11.909526,12.330645,11.336969,14.898196,15.596371,12.837344,14.923654,14.561379,9.653734,8.297815,10.849604,10.560394,11.197919,6.133198,6.6002965,9.688186,11.930228,15.124392,25.754332,30.55086,19.445135
2,0.2259656,0.45471907,5.363654,16.157223,11.611542,1.882911,7.7519903,7.8455224,2.9477992,28.45841,40.55559,13.822786,5.8864555,11.870993,6.1123962,7.9839096,24.87081,18.303547,3.6911583,17.265938,17.850927,3.7906935,1.1731317,1.5350178,0.763461,49.056404,103.28211,54.308567,4.2207813,13.389852,10.116244,7.364872,40.403862,42.743896,10.194646,51.045826,76.22429,27.554054,6.884845,14.341868,7.7325926,3.187032,10.539765,8.184057,6.0618954,34.887245,37.755817,8.660289,4.0644064,6.020638,2.296219,21.882664,48.536198,26.8281,1.8423601,5.9615593,4.802638,6.0905004,36.944565,40.88665,10.413446,59.613014,93.327194,35.72092,3.2775822,6.1587925,3.5047574,4.8231134,17.048624,13.755073,5.9511547,36.07078,40.861214,10.076597,11.036359,17.556982,6.914454,5.548254,12.96936,7.576947,7.237253,26.472313,21.840403,3.7388709,15.802633,18.278904,5.0291944,37.742558,61.97928,25.084173,1.7754958,3.4323955,2.1575632,6.861744,25.959957,21.904701,6.7172885,41.590206,49.303963,13.027312,9.337126,15.479712,6.4493365,4.496065,11.078584,6.788082,7.674389,30.008432,25.910736,4.2344646,13.285057,16.07115,4.4379654,15.088796,26.003614,11.118787,4.225245,10.673526,6.71743,6.6910276,27.140934,23.957756,5.895599,35.164486,43.63299,12.327502,7.9025903,13.742514,6.0705004,10.340195,27.000837,17.2533,6.3905654,26.446012,23.89869,4.23031,13.601341,17.230534,5.033649,0.6802604,0.8841006,0.41738236,2.0474238,5.499424,3.639437,3.9419208,17.192188,15.879111,2.9481375,9.331078,12.118309,3.6527708,7.0262966,13.0066805,6.0536027,8.699404,24.060534,16.11348,3.993695,17.206217,16.269287,3.034336,8.002474,10.609588,3.3023908,10.608275,20.15396,9.573476,0.4997697,1.3906858,1.0103263,2.3877175,11.246894,10.872168,2.0489652,1.9520168,2.6160874,0.8417951,4.075095,7.9476733,3.8914287,4.386525,12.868124,9.030769,0.98879534,2.9412193,2.9092314,0.59607035,1.9865247,2.7613866,0.91376007,16.612932,33.22182
2,0.6997797,4.113714,13.55137,10.716439,10.41633,12.230625,12.786864,22.588999,10.842808,9.822515,8.4667,27.422697,29.935703,10.420286,13.179692,5.4543343,0.3067839,0.49289724,2.3731182,2.5530567,13.771466,21.186644,8.006752,2.188611,16.42464,72.46194,67.40282,14.118237,11.438895,20.425852,44.745926,25.034103,11.795903,10.289577,18.226173,23.728016,7.9819508,7.3868074,22.97853,78.34505,62.294186,39.439346,46.488388,13.184055,7.1237392,5.778724,14.475798,10.626841,6.5435333,7.1621766,1.8480467,1.2337043,8.4650135,23.394505,17.485992,39.39492,40.317486,8.663293,3.597958,11.917372,29.687624,18.504108,10.539866,10.817742,51.7263,74.46706,32.620255,44.924747,27.413902,42.13849,36.7473,10.226415,11.479236,6.7719903,12.022146,6.2367167,1.1501832,1.2145103,6.12971,7.5017786,14.20202,26.575003,13.430433,14.3272295,10.625303,1.4018822,1.0209136,2.7526002,4.7681484,5.9190745,15.793121,10.858275,6.7644815,7.310481,42.711796,68.0635,26.631557,3.485216,2.8067725,9.075708,8.847118,17.979294,26.199755,11.608447,15.965157,14.738314,46.64196,41.336304,7.2583747,4.504293,4.649411,9.338582,5.055594,4.380593,3.6339705,4.542995,5.6089306,1.8029455,1.6733541,7.5944004,24.314909,18.35791,9.587388,10.807675,9.880555,16.743835,8.763976,14.042503,9.837235,8.4200115,8.880089,7.874009,12.426793,12.124499,29.022083,19.051582,20.44827,19.921404,5.1899886,5.1936502,5.681606,12.609407,7.565014,6.308143,5.8172507,12.690945,17.338726,8.837686,14.513174,8.433267,11.552057,9.597393,2.360281,2.5101616,6.9388638,13.564316,6.6672525,0.47069624,2.7572074,18.691732,21.782345,5.8823924,3.1538146,5.2020464,14.867807,10.687324,12.71982,13.652202,7.3126264,10.997751,5.557827,8.933368,5.828143,3.4846084,3.5048678,9.046297,13.655122,5.321896,4.0697727,2.4301941,0.42465273,1.1414366,11.854098,16.523085,5.957477,4.9846506,4.1302476,11.6188965,10.164286,21.974487,28.140171,9.027453,7.1039786
2,0.10480056,0.25854272,7.7637463,13.596791,5.945899,8.182394,12.587851,4.7970037,7.811097,10.605144,3.3933814,0.4649809,0.905378,5.5551696,31.111273,33.05558,7.346934,1.002303,0.42704955,0.9628575,3.5281665,2.9413257,1.8268484,5.54015,4.1366267,10.719311,28.582241,18.575132,5.7228003,12.825244,7.334109,14.440807,28.880188,14.491632,46.599056,81.53793,35.551476,33.68009,51.818134,19.457237,8.501004,11.462631,4.4949756,18.473713,22.17545,5.9836354,3.117829,3.424082,8.576253,38.51922,36.247555,6.5962095,4.4586916,3.6534445,1.0300897,2.7632294,2.062828,5.572307,14.856085,9.663341,8.687478,19.955256,11.399831,10.011398,19.993708,10.044705,26.7693,46.838375,20.40251,13.532366,20.843967,8.787217,41.530552,56.352783,18.03394,1.8500111,1.4798939,3.5375302,19.68657,20.913668,4.686868,2.5241687,2.4316006,7.263475,26.932215,22.445557,12.653277,38.19628,28.148336,4.199171,8.218137,5.341963,2.9601376,6.7640033,3.8664567,3.168698,6.3292046,3.1839223,12.330491,21.576824,9.501378,21.638424,33.282043,13.174579,40.355007,54.781128,17.560595,10.073815,11.938041,3.2239954,0.53986907,0.47048262,0.9407907,4.2017493,3.954996,0.9672448,2.4199095,2.0185213,1.1318834,3.4415808,2.6043308,11.502377,30.655294,19.925018,4.2999935,9.39449,5.371282,0.36412573,0.6448703,0.48786235,11.98899,20.981535,9.122378,4.026742,6.1754327,2.36358,4.4129214,5.9990187,3.6048706,21.961973,26.350502,7.5444593,13.791501,14.652295,3.389293,4.5050745,4.239574,3.534086,12.872672,10.722958,1.9089415,3.708782,2.7368603,3.9682648,10.549567,6.857403,1.033232,2.1654239,1.2353086,5.362866,10.721695,5.362566,0.73224443,1.2862831,0.7127984,7.020697,10.801879,4.0493107,0.4164986,0.5171094,1.3327076,9.624051,11.548713,3.2104027,4.6902027,4.984315,4.704274,20.495295,19.295149,3.4969516,2.5081909,2.0549283,2.4173334,7.520876,5.538416,1.5560238,3.8540344,2.5060062,1.6917666,3.8696396,2.2109227,6.829205,13.65527
2,13.076229,17.057594,14.150659,13.793434,14.003886,13.0066,15.414206,17.547743,20.011473,32.124844,44.892803,38.821762,18.98095,13.192366,17.418112,13.571352,9.78634,15.832089,15.414142,9.959605,18.97016,24.02636,28.670013,21.351254,27.747757,28.025682,23.51661,30.60156,67.24063,60.395306,30.047276,22.489159,22.140892,18.086405,19.968357,17.228474,15.420603,20.790321,52.897152,50.944862,28.284344,18.954714,13.442033,18.582914,22.18276,21.243732,11.747826,15.855859,30.631708,32.781223,23.911398,23.327852,30.77679,28.598066,20.927021,22.512415,48.500187,51.302917,39.722042,51.177097,37.37719,34.101933,35.325214,34.80445,19.74917,11.544877,29.042404,57.015045,36.608047,14.875493,22.989386,23.536623,15.596147,14.262879,30.221542,29.577486,19.815912,15.685246,18.4882,22.108553,16.61366,12.897674,19.319092,20.107218,18.212828,26.97583,22.693598,27.061388,22.450928,19.08651,24.680807,27.680313,25.26292,23.780792,23.478846,41.207184,38.33474,24.261347,16.539404,20.676956,23.118866,16.411036,16.148148,16.243296,17.270468,12.795606,11.636418,13.449078,18.02744,15.353181,9.444345,13.247279,17.961372,14.420179,18.724047,29.321985,28.027918,19.031128,26.138845,18.861267,13.867886,9.476705,15.563961,23.758963,21.403753,19.071642,19.443356,17.01585,15.881126,14.767324,18.58868,15.188985,10.87426,14.703121,20.776579,12.4463825,15.953205,16.245564,9.647581,7.118586,8.111369,7.9687557,6.0086465,13.794524,23.259628,13.624859,8.794508,11.773717,13.884051,8.818166,7.1242924,6.023485,10.754247,21.493307,22.187267,18.783028,15.071981,11.476408,9.768826,8.956111,9.954899,10.949396,10.725209,9.707834,7.88289,6.5889363,6.276523,5.435178,5.153708,7.6412973,9.625972,7.238317,5.793866,10.065377,10.226311,6.7849655,7.0935845,11.2718315,7.164112,8.432964,10.239847,8.071698,12.037078,9.390191,4.0274153,7.113655,9.242175,7.538118,10.419041,14.324939,6.3841248,10.869327,17.30112
2,8.042881,9.039374,7.437543,5.2448044,7.6690016,6.1766706,11.549116,15.042436,7.451297,10.192691,10.970816,9.791098,29.737265,31.202066,49.796364,44.398365,16.981436,12.635143,11.080011,7.2694697,7.3750186,17.04657,16.328297,27.745796,20.331917,12.756672,34.543922,71.73272,77.76075,40.547348,12.271961,7.350667,20.859913,27.804028,17.386534,7.852977,9.299207,13.7599745,17.683823,15.209883,23.285149,52.457245,47.990887,21.997866,9.629062,22.680794,22.34968,17.103775,22.581636,12.713231,10.858775,14.189381,25.277065,24.61285,48.932858,63.049797,33.00817,32.01421,19.16002,28.156097,25.538002,19.150263,41.635143,38.233757,41.159084,40.995956,23.528553,11.510664,33.57687,67.79077,40.36417,8.471556,12.957567,20.159796,21.193071,13.611079,15.87936,10.630554,19.265238,25.11597,10.55454,21.63721,27.818121,23.705772,21.910013,15.081404,11.743137,37.80989,33.898506,17.677887,31.658401,27.097103,22.576977,31.144936,17.596107,17.575949,36.808,27.192808,11.119718,14.743206,22.230888,27.824598,38.21865,25.182564,22.302286,21.635302,16.221933,8.791278,8.418639,6.203762,16.403185,18.088854,13.798046,10.100218,17.966635,16.631363,21.293983,27.453917,15.058368,11.953473,24.815144,19.10121,15.685537,21.698772,16.727453,8.151057,11.668401,17.326275,22.698723,22.061644,7.9629445,21.033926,26.600172,19.391449,16.65379,12.378431,7.8998117,9.686589,13.06658,11.9641905,7.2027273,11.106259,14.3387375,14.429875,11.509907,14.81576,10.1451435,14.961766,15.066548,6.1753283,8.448929,12.286763,8.533707,9.053923,11.122271,6.626627,13.636009,15.762146,12.987923,21.36811,19.460083,14.649077,9.651286,5.5609818,4.1309342,2.9028227,5.833037,7.667181,12.779143,6.4644766,4.7070775,7.8116984,4.398246,10.477204,16.576944,12.081762,5.024839,5.835319,6.182833,4.308383,4.051045,6.251585,14.5469055,12.263262,2.2670808,2.8166816,7.349083,12.127625,15.133149,14.795454,8.39542,8.588254,8.900706
2,6.95808,7.710172,13.476204,9.494138,4.4014087,8.403818,13.423464,9.571574,12.783506,11.623298,15.960516,10.341019,12.512802,27.671284,47.969765,48.029667,37.21202,19.971598,11.326051,8.23825,10.589905,9.188277,11.470627,14.684501,15.445313,12.63541,13.584346,16.935282,67.25826,118.999756,59.254414,13.6683855,19.798897,23.32074,18.350716,20.904308,18.047413,10.055121,14.998182,19.450518,23.044462,13.806625,36.820217,71.87551,55.345394,34.228848,22.968557,14.167482,8.871335,9.174096,10.36752,11.8956,13.659704,20.332565,21.622482,10.071131,15.405211,47.73649,79.42498,49.715405,21.272165,28.011549,33.955395,20.272778,20.234646,16.685,14.611459,27.374414,22.703802,23.084703,20.574488,44.02685,78.2477,53.99397,47.831852,43.919754,27.42298,17.10138,12.174758,17.70142,19.396826,23.856947,18.120852,17.936485,12.188341,14.856693,27.47674,34.500195,28.152899,20.31033,32.753654,31.892271,17.640757,17.90622,15.487747,22.440798,37.109173,27.824047,33.33351,32.33788,35.361156,52.58496,28.276945,26.1386,30.08029,26.711708,16.92482,13.187293,17.94747,16.034306,25.433096,18.850279,15.261014,15.359026,16.893814,21.112022,22.46226,23.207436,14.735383,19.134659,13.282203,11.677485,9.7065735,11.640872,19.324545,34.1339,25.04671,25.723204,28.781647,18.170536,27.834057,20.183739,21.46627,33.962032,29.907497,17.427404,15.574983,13.411852,17.159029,28.678404,20.893332,16.507309,21.344296,15.8098135,11.788965,13.163421,17.050367,17.631802,18.442701,9.505359,4.7943234,6.431405,10.776682,16.033228,23.484072,18.6444,16.83658,15.203288,6.400117,8.494931,6.807517,10.431793,19.995375,16.739494,8.349401,10.842232,12.709841,18.374414,20.810408,13.287227,14.77563,16.958397,12.2962675,10.879618,5.973552,5.367123,10.038253,11.0292845,5.5920734,5.4258623,5.7130413,7.297028,15.170541,19.277428,21.282202,12.260024,12.760197,16.088213,15.201764,9.361294,10.27656,13.20434,16.201422
2,10.727758,11.992968,10.434301,10.727341,11.515339,7.2603474,13.328124,11.659126,10.929556,30.481934,38.42864,13.146153,11.975153,13.911746,10.470872,9.33152,22.23042,18.283573,12.288179,23.47313,28.172165,29.925507,22.745968,23.93558,25.634861,44.680588,79.365,52.270115,37.412125,34.34026,22.239084,21.370787,17.450481,29.549896,35.485912,44.37768,48.739147,27.151463,16.254234,12.238019,16.959156,15.88445,17.21734,14.855882,17.018772,20.463749,17.114492,20.224361,20.11395,27.201582,35.77651,33.33888,50.494686,45.109543,37.938156,30.718658,29.783354,20.924011,24.297783,33.74542,44.863327,36.07857,40.92681,39.67252,27.99217,12.869175,14.725999,11.4937315,12.239961,12.491552,18.851898,16.45749,13.94203,13.888848,12.522063,21.18649,21.702822,14.141672,26.912416,48.072994,40.58189,15.832328,15.81234,19.854528,23.671288,33.001232,38.4719,29.849419,33.23703,45.634613,33.680172,19.205473,15.854032,9.979807,8.240697,11.794617,14.103888,12.162964,9.359002,22.638481,23.827316,16.218203,14.841045,14.141484,12.719138,21.871626,23.51487,12.600414,14.36233,20.370872,20.884903,26.463303,43.69706,39.615692,18.875187,27.303051,26.716022,13.912984,13.739187,17.1851,22.625822,19.138086,20.942532,12.207286,3.1306858,12.269572,14.906542,8.794993,12.247606,11.274401,12.101843,13.6268215,13.218718,9.343796,13.514544,13.489139,8.271997,15.406633,25.824326,25.876015,26.102186,25.130604,25.557297,14.287455,12.727556,10.72309,12.618287,13.169696,13.416243,12.217888,10.201731,9.436454,12.968287,11.23884,11.074341,12.88357,17.484077,13.430706,13.23836,10.518217,6.475543,8.758889,12.441886,15.463599,15.881622,16.453857,15.854477,14.419154,18.912552,15.672465,11.190636,10.993187,13.578495,9.656365,10.47801,11.630698,12.193854,8.405072,13.96462,11.489476,9.354651,8.457146,12.79097,8.415359,6.345135,9.069568,11.4684105,11.091652,9.24832,10.357811,12.656637,17.198242,25.912504
2,5.4788327,6.0047154,7.2852626,6.3719406,8.748844,17.858307,14.238608,7.442944,6.649529,12.556742,34.289227,39.75396,25.198652,12.259087,13.430216,15.725163,12.982838,17.400585,21.350763,16.923214,35.370094,30.11327,17.84139,14.39477,17.147488,36.17829,31.945425,16.698765,12.622575,19.156467,28.460644,29.905354,31.975885,28.566256,29.59387,29.732756,27.248505,15.628391,12.32838,14.499759,18.419523,26.87896,22.788343,28.223381,24.85416,24.065838,19.508158,9.277133,12.372858,17.092554,22.685915,28.709997,13.752976,15.270833,49.69408,54.59508,27.112862,34.031616,33.009163,20.614462,24.75496,34.10645,19.857546,24.299002,26.321983,37.350563,32.671837,21.503946,26.266687,21.031004,11.18149,15.472933,17.531775,14.926429,18.19955,19.442257,24.243053,27.007038,22.27919,16.195847,17.116003,21.89775,15.621412,26.229876,37.131405,17.630388,13.753753,19.179611,31.993742,31.866417,28.312422,27.233072,13.210853,12.618165,28.410288,28.226599,20.388126,21.014782,24.414854,12.817292,9.672167,13.855944,19.540527,33.248875,35.313244,16.906734,13.624755,14.134351,29.573587,36.98675,16.26455,19.746048,19.085455,9.122121,11.468378,14.251127,8.136146,8.351862,17.036566,17.625086,26.46884,33.38565,24.361917,15.40654,15.051418,9.856253,11.843834,13.675763,12.638863,21.630602,11.252997,9.486995,12.353122,9.483663,14.130561,14.835685,4.6230955,1.657504,11.37409,16.761171,9.466399,16.019478,20.000378,17.027376,18.894245,20.07443,13.630755,9.655259,7.5930166,9.623874,7.4159336,5.483606,12.687941,14.675387,14.258226,17.193151,14.196495,10.733895,13.502308,11.438594,8.219333,7.735624,12.254214,10.246383,11.664095,8.471767,9.528435,10.567066,9.3371725,9.992894,7.761847,8.838019,10.092731,10.935666,11.853227,12.002587,8.797867,6.070741,14.94702,15.72823,14.45732,12.174011,5.917087,4.3013,11.440747,17.460344,15.692503,10.913757,8.836285,8.421696,9.638384,9.691589,13.719976
2,0.3702096,1.116543,4.549951,9.300436,10.767051,7.08525,4.6895185,9.0827675,15.239259,14.513194,8.404639,25.045914,26.684048,6.8095837,8.708624,8.373471,2.3440807,3.8520613,13.370085,16.996449,22.971926,19.0975,35.16778,47.07827,35.444252,54.10835,41.395634,22.236673,29.26805,46.139935,27.732712,37.73219,53.825283,31.700619,34.243935,30.16981,34.14484,31.101469,29.637016,32.64119,26.592682,23.563154,6.9539695,5.3065844,3.9140155,6.8353024,9.862681,8.503796,5.5599575,14.906463,34.05497,32.63301,39.01858,24.56506,23.561897,29.488426,22.995256,33.084152,48.303307,24.422142,41.855328,66.22609,48.567093,26.77334,20.45918,21.839897,27.580183,23.603407,16.20302,18.254686,19.254896,14.159386,21.504854,20.367613,10.722681,6.929582,13.714568,12.411608,19.755146,16.847433,10.711916,19.79775,29.532928,29.007679,41.551704,25.157755,28.316233,26.931467,28.426785,12.732846,26.722874,34.721348,16.554794,11.833988,19.228807,24.575804,21.30692,26.512482,28.038956,14.352908,8.406557,14.379723,12.518388,14.726788,11.083998,8.277456,5.682497,7.6616664,12.047636,14.073811,27.183128,25.139755,18.41504,19.927982,17.33977,6.5810933,8.662429,11.731479,17.931746,30.108936,26.019382,16.497177,30.041534,29.602774,18.768854,18.647081,25.230541,19.920652,7.48124,7.3645353,15.187001,13.771195,9.697354,6.0229278,4.502716,8.374283,11.58847,16.781782,8.736005,6.2627115,6.238643,8.544576,13.306505,8.928736,7.4912696,11.289232,10.884596,10.704219,22.68002,26.51473,15.526686,12.207585,9.793108,9.182267,8.864802,5.1267924,3.1597607,3.4120479,7.426199,6.833616,5.3797894,6.1294746,5.338298,5.302043,5.9296446,4.997361,4.7018094,5.779755,6.9576674,9.15786,6.3586497,9.292071,9.184802,11.312978,14.350369,8.207679,8.475673,8.978529,6.1935787,2.3533068,6.4947176,7.028904,13.8405905,13.773669,8.059201,6.7483296,5.5046024,5.6670885,10.7415905,8.312373,6.032179,6.380021,4.76898
2,0.53831565,3.0652795,4.618696,8.84998,11.681551,23.335114,19.687798,21.131083,11.245316,10.26933,38.328686,37.908375,26.659754,17.860296,5.235704,2.9749017,3.7302523,13.316661,12.731718,7.0019517,4.554115,3.687789,28.9463,37.756737,26.749702,38.254864,83.34313,70.666855,83.055084,87.34468,99.672646,47.42684,42.003487,64.21216,41.236385,12.684584,13.792574,24.711744,78.316536,69.33451,30.89184,29.167871,38.86505,36.326797,39.136047,10.786046,2.9190946,4.644204,7.7941933,12.369399,19.374598,21.89082,5.8098025,13.667129,32.386692,59.661583,92.00432,90.19379,95.04754,34.20232,26.121164,38.337955,32.153446,38.07226,54.83252,59.020176,18.153177,29.753748,63.543045,70.529785,94.40825,35.41681,2.1795309,1.2064154,3.0428948,6.346713,3.7793734,3.526003,14.896904,16.06569,9.679204,9.411262,13.967902,46.72945,67.73398,29.376776,21.518175,39.352634,29.174322,9.407104,22.237925,31.45805,24.239883,34.008694,78.3141,66.152916,71.05208,38.312172,22.674301,47.823856,47.903076,33.641315,23.183775,8.872563,17.324566,23.049332,17.782011,19.584572,34.231636,23.958035,10.118436,25.560171,35.664917,57.35033,53.020206,10.449671,10.432048,18.349066,8.595063,3.7559123,13.621269,22.428314,50.065315,34.14033,18.640081,39.397938,49.63663,44.810673,38.392536,8.876625,4.727687,4.55614,15.385048,20.530554,33.226818,28.729712,6.818497,16.364595,27.246616,12.667978,7.4124994,13.91361,12.091563,6.687646,7.408092,10.675724,15.55923,17.500788,6.2979712,7.450025,15.297884,33.44626,52.143078,31.301292,27.04789,7.0526958,13.418359,30.597687,17.805496,5.5906463,5.407326,9.287833,26.219505,29.379152,46.055843,28.823673,20.785192,9.473159,6.894872,12.771142,12.281187,15.804866,8.66488,4.560536,22.423706,24.027218,10.900551,8.335322,8.8797035,16.443995,23.170265,10.313974,9.542091,22.171408,18.500143,18.277061,9.840337,4.7737446,12.557004,12.773329,6.416714,28.7537,56.79075
